序號,標題,地址,價格,價格單位,房屋類型,格局,坪數,樓層,連結,抓取時間,可住人數,身份要求,緯度,經度,設施,冰箱,洗衣機,電視,冷氣,熱水器,床,衣櫃,第四台,網路WiFi,天然瓦斯,沙發,桌椅,陽台,電梯,車位,浴缸
644,❤️市政府站🔸廚房可炊🔸垃圾代收🔸衛浴乾濕分離,信義區-忠孝東路五段,34000,元/月,私人套房,樓中樓,9坪,2F/12F,https://rent.591.com.tw/21655670,2026-07-17 23:53:33,2人,學生、上班族、家庭,25.0414274,121.5689377,冰箱、洗衣機、冷氣、熱水器、床、衣櫃、沙發、桌椅、電梯,有,有,無,有,有,有,有,無,無,無,有,有,無,有,無,
645,大坪林站🌸通車族佳🌟優惠小資套房🏵️長短租🌸可貓貓⚡,文山區-木新路二段161巷24弄,10499,元/月,私人套房,,6坪,B1/5F,https://rent.591.com.tw/21658584,2026-07-17 23:53:33,2人,學生、上班族、家庭,24.9817255,121.5681835,冰箱、洗衣機、冷氣、熱水器、床、衣櫃、桌椅、電梯,有,有,無,有,有,有,有,無,無,無,無,有,無,有,無,
646,😀市政府站/電梯套房/共洗/浴缸/代收垃/貓/租補201,信義區-忠孝東路五段71巷,22800,元/月,私人套房,,8坪,2F/5F,https://rent.591.com.tw/21646603,2026-07-17 23:53:35,2人,學生、上班族,25.0397981,121.5746781,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、桌椅、電梯,有,有,有,有,有,有,有,有,有,無,無,有,無,有,無,有
647,🖼️麟光站/公寓二房/獨洗/租金未稅/可寵/租補,信義區-和平東路三段391巷7弄,28000,元/月,整棟出租,2房1廳,18坪,5F/6F,https://rent.591.com.tw/21605428,2026-07-17 23:53:35,2人,學生、上班族、家庭,25.020049,121.55854,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、沙發、桌椅、陽台,有,有,有,有,有,有,有,有,有,無,有,有,有,無,無,
648,單身好窩民生舒適套房,松山區-富錦街,13800,元/月,共用套房,,6.5坪,2F/4F,https://rent.591.com.tw/21492229,2026-07-17 23:53:35,2人,學生、上班族、家庭,25.0610600,121.5653100,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、沙發、桌椅、車位,有,有,有,有,有,有,有,有,有,無,有,有,無,無,有,
649,世貿101★小資男首選★採光佳★戶數少★磚牆,信義區-嘉興街,9997,元/月,私人套房,,5坪,3F/4F,https://rent.591.com.tw/21657454,2026-07-17 23:53:35,2人,學生、上班族、家庭,25.0290833,121.5583473,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、桌椅,有,有,有,有,有,有,有,有,有,無,無,有,無,無,無,
650,❤️七條通❤️機械平面重機車位,中山區-中山北路一段121巷,3800,元/月,車位,平面式,2坪,,https://rent.591.com.tw/21628102,2026-07-17 23:53:35,,,25.05102,121.524347,,,,,,,,,,,,,,,,,
651,科技大樓站/小資首選/寵物友善/流理台/定頻冷暖/採光明亮/,大安區-和平東路二段118巷54弄,9500,元/月,共用套房,,4坪,頂樓加蓋/4F,https://rent.591.com.tw/21575868,2026-07-17 23:53:35,1人,學生、上班族、家庭,25.0220888,121.5413032,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、天然瓦斯、沙發、桌椅、陽台,有,有,有,有,有,有,有,有,有,有,有,有,有,無,無,
652,⛵️北醫、吳興商圈/電梯套房/對外窗/租補‼️‼️,信義區-吳興街,16000,元/月,私人套房,,6坪,2F/7F,https://rent.591.com.tw/21584864,2026-07-17 23:53:35,2人,學生、上班族、家庭,25.0234718,121.5700741,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、網路WiFi、桌椅,有,有,有,有,有,有,有,無,有,無,無,有,無,無,無,
653,近小巨蛋MRT💎寧安公園屋齡新採光3房平面車位可租全天管理,松山區-南京東路四段,79999,元/月,整棟出租,3房2廳,41.6坪,5F/15F,https://rent.591.com.tw/21655389,2026-07-17 23:53:35,3人,學生、上班族、家庭,25.0521262,121.5553582,洗衣機、冷氣、熱水器、衣櫃、天然瓦斯、陽台、電梯、車位,無,有,無,有,有,無,有,無,無,有,無,無,有,有,有,
654,可租補/報稅/入籍/寵物友善/青年公園/家具齊全/拎包入住,萬華區-青年路168巷49弄,20000,元/月,整棟出租,開放式格局,13.3坪,2F/5F,https://rent.591.com.tw/21564473,2026-07-17 23:53:35,,學生、上班族、家庭,25.0193870,121.5017380,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、沙發,有,有,有,有,有,有,有,無,無,無,有,,無,無,無,
655,💓新北投/採光套房/可租補/可報稅/全新床墊/可養貓,北投區-中和街493巷,8800,元/月,私人套房,,4坪,5F/5F,https://rent.591.com.tw/21620059,2026-07-17 23:53:35,2人,學生、上班族、家庭,25.144957,121.494764,冰箱、電視、冷氣、熱水器、床、衣櫃、桌椅,有,無,有,有,有,有,有,無,無,無,無,有,無,無,無,
656,(可租申請租補)圓山捷運漂亮三房公寓,大同區-重慶北路三段137巷,34000,元/月,整棟出租,3房2廳,32.8坪,3F/5F,https://rent.591.com.tw/21349435,2026-07-17 23:53:35,3人,上班族、家庭,25.0679029,121.5150789,冰箱、冷氣、熱水器、床、衣櫃、天然瓦斯、陽台,有,無,無,有,有,有,有,無,無,有,無,無,有,無,無,
657,❇️可租補❇️可寵貓❇️中山國小站200公尺電梯新裝絕美1房,中山區-林森北路,32000,元/月,整棟出租,1房1廳,11.5坪,10F/10F,https://rent.591.com.tw/21608741,2026-07-17 23:53:35,1人,學生、上班族、家庭,25.0611938,121.5255126,冰箱、洗衣機、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、電梯,有,有,無,有,有,有,有,無,無,有,有,有,無,有,無,
658,🔥七條通、機械平面車位,中山區-中山北路一段121巷,4000,元/月,車位,平面式,2坪,,https://rent.591.com.tw/21628064,2026-07-17 23:53:35,,,25.05102,121.524347,,,,,,,,,,,,,,,,,
659,中山國中~採光通風方正3房/松山機場民生生活圈/機能佳,松山區-民權東路三段140巷,68000,元/月,整棟出租,3房2廳,42坪,4F/7F,https://rent.591.com.tw/21525600,2026-07-17 23:53:35,3人,學生、上班族、家庭,25.0612471,121.5466679,冷氣、熱水器、衣櫃、天然瓦斯、陽台、電梯,無,無,無,有,有,無,有,無,無,有,無,無,有,有,無,
660,🖼️中正紀念堂/電梯二房/新裝修/大空間/可寵/租補,中正區-寧波西街,28000,元/月,私人套房,,18坪,2F/7F,https://rent.591.com.tw/21655555,2026-07-17 23:53:35,2人,學生、上班族、家庭,25.0299087,121.5149689,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、沙發、桌椅、電梯,有,有,有,有,有,有,有,有,有,無,有,有,無,有,無,
661,可雙租補報稅/雙窗-廁所窗/采光佳近捷運站代收垃圾飲水機,中山區-吉林路,16688,元/月,私人套房,,8.8坪,4F/5F,https://rent.591.com.tw/21645419,2026-07-17 23:53:35,2人,學生、上班族、家庭,25.0526665,121.5310124,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、天然瓦斯、桌椅,有,有,有,有,有,有,有,有,有,有,無,有,無,無,無,
662,💖近台電大樓站🌟可短租🌟可開伙🌟寵物友善,中正區-汀州路三段,33888,元/月,私人套房,,20坪,3F/3F,https://rent.591.com.tw/21601544,2026-07-17 23:53:35,2人,學生、上班族、家庭,25.0168206,121.5282436,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、網路WiFi、沙發、桌椅,有,有,有,有,有,有,有,無,有,無,有,有,無,無,無,
663,🌹雙連站/寧夏夜市🌹優質社區✅可站立挑高1房1廳,大同區-五原路,28000,元/月,整棟出租,1房1廳,12.1坪,8F/14F,https://rent.591.com.tw/21653745,2026-07-17 23:53:35,1人,學生、上班族、家庭,25.0567362,121.5173265,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台、電梯,有,有,有,有,有,有,有,無,無,有,有,有,有,有,無,
664,近捷運劍南路【超值租案】獨立衛浴★小資首選★德明科大,內湖區-內湖路一段,8999,元/月,私人套房,,5坪,5F/6F,https://rent.591.com.tw/21648931,2026-07-17 23:53:35,2人,學生、上班族、家庭,25.0842250,121.5598702,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、網路WiFi、桌椅,有,有,有,有,有,有,有,無,有,無,無,有,無,無,無,
665,正兩房/邊間雙面採光/可工作室/正馬路忠孝東路上-電梯住宅,信義區-忠孝東路五段,31988,元/月,整棟出租,2房1廳,16坪,9F/12F,https://rent.591.com.tw/21645418,2026-07-17 23:53:35,2人,學生、上班族、家庭,25.0403395,121.5768519,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、沙發、桌椅、陽台、電梯,有,有,有,有,有,有,有,無,無,無,有,有,有,有,無,
666,🌸劍潭站🌸優質兩房🌸家具齊全🌸天然瓦斯🌸寧靜套房,士林區-大南路,18900,元/月,整棟出租,2房0廳,8坪,頂樓加蓋/5F,https://rent.591.com.tw/21655527,2026-07-17 23:53:35,2人,,25.0902360,121.5165640,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、網路WiFi、沙發、桌椅,有,有,有,有,有,有,有,無,有,無,有,有,無,無,無,
667,🔆漂亮四米二🔆超美1+1房🔆市政府站🔆24小時管理,信義區-基隆路一段,51999,元/月,整棟出租,1房2廳,15.7坪,10F/13F,https://rent.591.com.tw/21609468,2026-07-17 23:53:35,1人,學生、上班族、家庭,25.0434525,121.5658130,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台、電梯,有,有,有,有,有,有,有,無,無,有,有,有,有,有,無,有
668,通風採光極佳單人套房【限時特價】,文山區-光輝路50巷3弄,10500,元/月,共用套房,,6坪,4F/4F,https://rent.591.com.tw/21648169,2026-07-17 23:53:35,1人,學生、上班族,24.9844324,121.5548799,冰箱、洗衣機、冷氣、熱水器、床、衣櫃、網路WiFi、天然瓦斯、沙發、桌椅、陽台,有,有,無,有,有,有,有,無,有,有,有,有,有,無,無,
669,捷運台電大樓1分【優質1＋１房】開伙電★垃圾代收★警衛管理,大安區-羅斯福路三段,38499,元/月,整棟出租,1房1廳,10坪,14F/16F,https://rent.591.com.tw/21648889,2026-07-17 23:53:35,1人,學生、上班族、家庭,25.0211374,121.5277898,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、沙發、桌椅、電梯,有,有,有,有,有,有,有,無,無,無,有,有,無,有,無,
670,🍑溫馨套房🍑北門站🍑可租補🍑可寵貓🍑租金含稅,大同區-長安西路,20000,元/月,私人套房,,9坪,3F/4F,https://rent.591.com.tw/21648891,2026-07-17 23:53:35,2人,學生、上班族、家庭,25.0519594,121.5117583,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、桌椅,有,有,有,有,有,有,有,有,有,無,無,有,無,無,無,
671,🍀MRT松山~高樓101景觀宅~空間寬敞🧡裝潢新穎設備齊,松山區-八德路四段,75000,元/月,整棟出租,3房2廳,40坪,12F/13F,https://rent.591.com.tw/21635951,2026-07-17 23:53:35,3人,學生、上班族、家庭,25.0486943,121.5700675,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台、電梯、車位,有,有,有,有,有,有,有,無,無,有,有,有,有,有,有,
672,正松山捷運站旁_溫馨私人套房_1房1聽1陽台,南港區-八德路四段,19000,元/月,私人套房,,13.5坪,4F/16F,https://rent.591.com.tw/21538312,2026-07-17 23:53:35,2人,上班族、家庭,25.0489980,121.5798788,冷氣、熱水器、天然瓦斯、陽台、電梯,無,無,無,有,有,無,無,無,無,有,無,無,有,有,無,
673,【台灣小劉】東湖捷運我最超值大套房，傢俱家電齊全,內湖區-東湖路43巷32弄,13800,元/月,整棟出租,開放式格局,7坪,4F/5F,https://rent.591.com.tw/19044683,2026-07-17 23:53:35,,學生、上班族、家庭,25.0683925,121.6130416,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、桌椅,有,有,有,有,有,有,有,有,有,無,無,有,無,無,無,
674,🌸港墘站🌸變頻冷氣🌸垃圾代收🌸烘衣機🌸全新家具🌸,內湖區-江南街71巷16弄,13800,元/月,私人套房,,5坪,5F/5F,https://rent.591.com.tw/21655516,2026-07-17 23:53:35,2人,,25.0761193,121.5781916,冰箱、洗衣機、電視、冷氣、床、衣櫃、網路WiFi、沙發、桌椅,有,有,有,有,無,有,有,無,有,無,有,有,無,無,無,
675,🌸後山埤站🌸獨立洗衣機🌸採光佳🌸幽靜套房,南港區-玉成街,14000,元/月,私人套房,,6坪,5F/5F,https://rent.591.com.tw/21655522,2026-07-17 23:53:35,2人,,25.0459259,121.5815689,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、桌椅,有,有,有,有,有,有,有,有,有,無,無,有,無,無,無,
676,捷運大安１分／電梯3房2衛。一層四戶。乾濕分離。垃圾代收,大安區-復興南路二段,61990,元/月,整棟出租,3房2廳,42坪,8F/12F,https://rent.591.com.tw/21622130,2026-07-17 23:53:37,3人,學生、上班族、家庭,25.0315487,121.5426345,冰箱、洗衣機、冷氣、熱水器、床、衣櫃、天然瓦斯、桌椅、陽台、電梯,有,有,無,有,有,有,有,無,無,有,無,有,有,有,無,
677,可入戶籍.報稅~專屬廚房~電梯大樓~使用空間大~包裹垃圾代收,中山區-林森北路,154000,元/月,整棟出租,3房2廳,99.2坪,8F/14F,https://rent.591.com.tw/21617674,2026-07-17 23:53:37,3人,學生、上班族、家庭,25.0477066,121.5241789,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、天然瓦斯、沙發、桌椅、陽台、車位,有,有,有,有,有,有,有,有,有,有,有,有,有,無,有,
678,國父紀念館四房｜新穎設計師裝潢｜外商限定,大安區-光復南路,90000,元/月,整棟出租,4房2廳,43.4坪,6F/12F,https://rent.591.com.tw/21581458,2026-07-17 23:53:37,4人,上班族、家庭,25.0372696,121.5573229,冰箱、洗衣機、電視、冷氣、熱水器、天然瓦斯、沙發、桌椅、陽台、電梯、車位,有,有,有,有,有,無,無,無,無,有,有,有,有,有,有,
679,免爬高樓層~垃圾代收~可養貓貓房~採光通風佳~近光復大橋,萬華區-西園路二段,17000,元/月,私人套房,,8坪,3F/3F,https://rent.591.com.tw/19901213,2026-07-17 23:53:37,2人,學生、上班族、家庭,25.0260396,121.4925027,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、沙發、桌椅,有,有,有,有,有,有,有,無,無,無,有,有,無,無,無,
680,🚇信義安和站精裝共用套房🌟可租補🍝近臨江夜市,大安區-信義路四段378巷,14800,元/月,共用套房,,5.5坪,3F/4F,https://rent.591.com.tw/21512334,2026-07-17 23:53:37,1人,學生、上班族,25.0324520,121.5556950,冰箱、洗衣機、冷氣、熱水器、床、衣櫃、網路WiFi、天然瓦斯、沙發、桌椅,有,有,無,有,有,有,有,無,有,有,有,有,無,無,無,
681,免爬高樓層~可養貓貓房~提供入戶籍.報稅~當天下定另有優惠,大同區-長安西路,16500,元/月,私人套房,,8坪,3F/4F,https://rent.591.com.tw/21561660,2026-07-17 23:53:37,2人,學生、上班族、家庭,25.0512560,121.5109631,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、沙發、桌椅、陽台,有,有,有,有,有,有,有,有,有,無,有,有,有,無,無,
682,提供入戶籍.申請雙租屋補助~可養貓貓~有飲水機~免爬高樓層,大同區-長安西路,20000,元/月,私人套房,,9坪,3F/4F,https://rent.591.com.tw/19324807,2026-07-17 23:53:37,2人,學生、上班族、家庭,25.0519594,121.5117583,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、桌椅,有,有,有,有,有,有,有,有,有,無,無,有,無,無,無,
683,獨立陽台~變頻冷氣~電費一度4元~使用空間大~一層一戶,中正區-杭州南路一段,16999,元/月,私人套房,,10坪,頂樓加蓋/4F,https://rent.591.com.tw/21611208,2026-07-17 23:53:37,2人,學生、上班族、家庭,25.0367571,121.5253725,冰箱、洗衣機、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、陽台,有,有,無,有,有,有,有,無,無,有,有,,有,無,無,
684,可養寵物房~獨立陽台~採光通風佳~提供申請雙租屋補助,大安區-師大路135巷,15999,元/月,私人套房,,5坪,4F/4F,https://rent.591.com.tw/17081944,2026-07-17 23:53:37,2人,學生、上班族、家庭,25.0215100,121.5279892,冰箱、洗衣機、冷氣、熱水器、床、衣櫃、網路WiFi、桌椅、陽台,有,有,無,有,有,有,有,無,有,無,無,有,有,無,無,
685,提供入戶籍.報稅~垃圾代收~可養貓貓房~採光通風佳,大同區-延平北路三段,17500,元/月,私人套房,,8坪,4F/4F,https://rent.591.com.tw/19202217,2026-07-17 23:53:37,2人,學生、上班族、家庭,25.0641631,121.5112752,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、沙發、桌椅,有,有,有,有,有,有,有,無,無,無,有,有,無,無,無,
686,獨立陽台~台水台電~生活機能便利~合租.家庭首選~近台北橋,大同區-延平北路二段,39999,元/月,整棟出租,3房2廳,29.1坪,4F/10F,https://rent.591.com.tw/21617649,2026-07-17 23:53:37,3人,學生、上班族、家庭,25.0626310,121.5111172,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台、電梯,有,有,有,有,有,有,有,無,無,有,有,有,有,有,無,
687,可入戶籍.申請租屋補助~電費吃到飽~飲水機可使用~晒衣場可用,士林區-重慶北路四段220巷,14000,元/月,私人套房,,5坪,4F/4F,https://rent.591.com.tw/21624128,2026-07-17 23:53:37,2人,學生、上班族、家庭,25.0857205,121.5115243,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、天然瓦斯、桌椅、陽台,有,有,有,有,有,有,有,有,有,有,無,有,有,無,無,
688,天母靜巷美邸3+1｜近美日僑學校｜日外商限定,士林區-中山北路六段,110000,元/月,整棟出租,4房3廳,73.9坪,5F/7F,https://rent.591.com.tw/21581425,2026-07-17 23:53:37,4人,上班族、家庭,25.1170293,121.5262471,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、天然瓦斯、沙發、桌椅、陽台、電梯、車位,有,有,有,有,有,有,有,有,有,有,有,有,有,有,有,
